filename,labels_gt,labels,pass,score
COCO_val2014_000000185943.jpg,bicycle|bus|car|person,bicycle|bus|car|person|truck,0,0.975
COCO_val2014_000000303670.jpg,bottle|cup|pizza,bottle|cup|dining table|pizza,0,0.975
COCO_val2014_000000010705.jpg,bottle|chair|cup|dining table|handbag|person|tv,bottle|chair|cup|dining table|person|tv,0,0.975
COCO_val2014_000000491215.jpg,person|snowboard,person|snowboard,1,1.0
COCO_val2014_000000100711.jpg,book|chair|clock|couch|remote|tv,book|chair|couch|remote|tv,0,0.975
COCO_val2014_000000179690.jpg,book|dog|keyboard,book|dog|keyboard,1,1.0
COCO_val2014_000000407945.jpg,person|pizza,person|pizza,1,1.0
COCO_val2014_000000358345.jpg,car|fire hydrant,car|fire hydrant,1,1.0
COCO_val2014_000000542374.jpg,apple|bottle|dining table,apple|bottle|dining table,1,1.0
COCO_val2014_000000372495.jpg,toilet,toilet,1,1.0
COCO_val2014_000000151135.jpg,train,train,1,1.0
COCO_val2014_000000213831.jpg,bowl|donut,bowl|cake|donut,0,0.975
COCO_val2014_000000513381.jpg,bowl|chair|cup|dining table|person|refrigerator|wine glass,chair|cup|dining table|person|refrigerator,0,0.9503164556962025
COCO_val2014_000000167583.jpg,apple|banana|orange|person,apple|banana|orange,0,0.975
COCO_val2014_000000491653.jpg,book|cell phone,cell phone|handbag,0,0.9503164556962025
COCO_val2014_000000558294.jpg,person|surfboard,person|surfboard,1,1.0
COCO_val2014_000000211386.jpg,bus,bus,1,1.0
COCO_val2014_000000288576.jpg,bicycle|frisbee|person,bicycle|frisbee|person,1,1.0
COCO_val2014_000000306230.jpg,car|stop sign|traffic light,car|stop sign|traffic light|truck,0,0.975
COCO_val2014_000000533156.jpg,cat|chair|dining table|laptop,cat|chair|laptop,0,0.975
COCO_val2014_000000557059.jpg,bowl|broccoli|carrot,broccoli|carrot|orange,0,0.9503164556962025
COCO_val2014_000000246124.jpg,kite|person,kite|person,1,1.0
COCO_val2014_000000501225.jpg,person|skateboard,person|skateboard,1,1.0
COCO_val2014_000000290093.jpg,bed|book|bottle|chair|cup|person,bed|book|bottle|chair|person,0,0.975
COCO_val2014_000000497760.jpg,zebra,zebra,1,1.0
COCO_val2014_000000046432.jpg,airplane,airplane,1,1.0
COCO_val2014_000000575487.jpg,bottle|oven|person|pizza|refrigerator,bottle|oven|person,0,0.9503164556962025
COCO_val2014_000000044065.jpg,backpack|motorcycle|person,motorcycle|person,0,0.975
COCO_val2014_000000366950.jpg,sheep,sheep,1,1.0
COCO_val2014_000000461334.jpg,baseball bat|baseball glove|person|sports ball,baseball glove|person|sports ball,0,0.975
COCO_val2014_000000207926.jpg,handbag|person|umbrella,handbag|person|umbrella,1,1.0
COCO_val2014_000000121196.jpg,person|stop sign,person|stop sign,1,1.0
COCO_val2014_000000264441.jpg,cat|chair,cat|couch|dog,0,0.9259493670886076
COCO_val2014_000000578493.jpg,cow,cow,1,1.0
COCO_val2014_000000247639.jpg,person|surfboard,person|surfboard,1,1.0
