filename,labels_gt,labels,pass,score
COCO_val2014_000000185943.jpg,bicycle|bus|car|person,bench|bicycle|bus|car|handbag|motorcycle|person|stop sign|traffic light|truck|umbrella,0,0.8316455696202532
COCO_val2014_000000303670.jpg,bottle|cup|pizza,bottle|cup|dining table|pizza,0,0.975
COCO_val2014_000000010705.jpg,bottle|chair|cup|dining table|handbag|person|tv,bottle|bowl|car|cell phone|chair|cup|dining table|fork|handbag|knife|person|spoon|tv|wine glass,0,0.8316455696202532
COCO_val2014_000000491215.jpg,person|snowboard,person|snowboard,1,1.0
COCO_val2014_000000100711.jpg,book|chair|clock|couch|remote|tv,book|cell phone|chair|clock|couch|knife|remote|tv|vase,0,0.9259493670886076
COCO_val2014_000000179690.jpg,book|dog|keyboard,book|dog|keyboard,1,1.0
COCO_val2014_000000407945.jpg,person|pizza,dining table|fork|knife|person|pizza,0,0.9259493670886076
COCO_val2014_000000358345.jpg,car|fire hydrant,car|fire hydrant|parking meter|person|stop sign|truck,0,0.9018987341772152
COCO_val2014_000000542374.jpg,apple|bottle|dining table,apple|bottle|bowl|broccoli|carrot|dining table|fork|knife|sandwich,0,0.854746835443038
COCO_val2014_000000372495.jpg,toilet,sink|toilet,0,0.975
COCO_val2014_000000151135.jpg,train,traffic light|train,0,0.975
COCO_val2014_000000213831.jpg,bowl|donut,bowl|cake|carrot|donut|hot dog|sandwich,0,0.9018987341772152
COCO_val2014_000000513381.jpg,bowl|chair|cup|dining table|person|refrigerator|wine glass,bottle|bowl|chair|cup|dining table|fork|knife|person|pizza|refrigerator|sandwich|spoon|wine glass,0,0.854746835443038
COCO_val2014_000000167583.jpg,apple|banana|orange|person,apple|banana|handbag|orange|person,0,0.975
COCO_val2014_000000491653.jpg,book|cell phone,baseball glove|book|cell phone|dining table|handbag|knife,0,0.9018987341772152
COCO_val2014_000000558294.jpg,person|surfboard,person|surfboard,1,1.0
COCO_val2014_000000211386.jpg,bus,bus,1,1.0
COCO_val2014_000000288576.jpg,bicycle|frisbee|person,backpack|bench|bicycle|frisbee|person|truck,0,0.9259493670886076
COCO_val2014_000000306230.jpg,car|stop sign|traffic light,car|fire hydrant|stop sign|traffic light|truck,0,0.9503164556962025
COCO_val2014_000000533156.jpg,cat|chair|dining table|laptop,cat|chair|dining table|keyboard|laptop,0,0.975
